Datacenter,Rack,Elevation,Hostname,Domain,Model,Host Serial Num,Chassis Serial Num,Service Tag,UW,CSL,Morgridge,Notes
CS2360,8S-209,9-10,raddusosd2014,chtc.wisc.edu,King Star SSG-6029P-E1CR24H,55202040120223W+,,55202040120223W+,U043167,,,"Tag on top of chassis, server can slide out."
CS2360,8S-204,15,robinhood2000,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V2NC,,FCH1819V2NC,U011215,,,
CS2360,10S-110,36-37,syrb-cpu-41,facility.path-cc.io,Dell PowerEdge C6525,1ZLCPK3,DLJCPK3,1ZLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089617"
CS2360,10S-110,36-37,syrb-cpu-42,facility.path-cc.io,Dell PowerEdge C6525,3ZLCPK3,DLJCPK3,3ZLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089618"
CS2360,10S-110,36-37,syrb-cpu-43,facility.path-cc.io,Dell PowerEdge C6525,2ZLCPK3,DLJCPK3,2ZLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089619"
CS2360,10S-110,36-37,syrb-cpu-44,facility.path-cc.io,Dell PowerEdge C6525,JYLCPK3,DLJCPK3,JYLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089620"
CS2360,10S-110,34-35,syrb-cpu-51,facility.path-cc.io,Dell PowerEdge C6525,5QJCPK3,8LJCPK3,5QJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089621"
CS2360,10S-110,34-35,syrb-cpu-52,facility.path-cc.io,Dell PowerEdge C6525,7QJCPK3,8LJCPK3,7QJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089622"
CS2360,10S-110,34-35,syrb-cpu-53,facility.path-cc.io,Dell PowerEdge C6525,6QJCPK3,8LJCPK3,6QJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089623"
CS2360,10S-110,34-35,syrb-cpu-54,facility.path-cc.io,Dell PowerEdge C6525,8QJCPK3,8LJCPK3,8QJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089624"
CS2360,10S-110,32-33,syrb-cpu-61,facility.path-cc.io,Dell PowerEdge C6525,FGV8PK3,DDV8PK3,FGV8PK3,U044334,,,"Part of a fabrication, UW PO MSN0089625"
CS2360,10S-110,32-33,syrb-cpu-62,facility.path-cc.io,Dell PowerEdge C6525,HGV8PK3,DDV8PK3,HGV8PK3,U044334,,,"Part of a fabrication, UW PO MSN0089626"
CS2360,10S-110,32-33,syrb-cpu-63,facility.path-cc.io,Dell PowerEdge C6525,GGV8PK3,DDV8PK3,GGV8PK3,U044334,,,"Part of a fabrication, UW PO MSN0089627"
CS2360,10S-110,32-33,syrb-cpu-64,facility.path-cc.io,Dell PowerEdge C6525,JGV8PK3,DDV8PK3,JGV8PK3,U044334,,,"Part of a fabrication, UW PO MSN0089628"
CS2360,10S-110,30-31,syrb-cpu-71,facility.path-cc.io,Dell PowerEdge C6525,1NJCPK3,HKJCPK3,1NJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089629"
CS2360,10S-110,30-31,syrb-cpu-72,facility.path-cc.io,Dell PowerEdge C6525,3NJCPK3,HKJCPK3,3NJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089630"
CS2360,10S-110,30-31,syrb-cpu-73,facility.path-cc.io,Dell PowerEdge C6525,2NJCPK3,HKJCPK3,2NJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089631"
CS2360,10S-110,30-31,syrb-cpu-74,facility.path-cc.io,Dell PowerEdge C6525,4NJCPK3,HKJCPK3,4NJCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089632"
CS2360,10S-110,28-29,syrb-cpu-81,facility.path-cc.io,Dell PowerEdge C6525,8YLCPK3,BLJCPK3,8YLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089633"
CS2360,10S-110,28-29,syrb-cpu-82,facility.path-cc.io,Dell PowerEdge C6525,BYLCPK3,BLJCPK3,BYLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089634"
CS2360,10S-110,28-29,syrb-cpu-83,facility.path-cc.io,Dell PowerEdge C6525,9YLCPK3,BLJCPK3,9YLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089635"
CS2360,10S-110,28-29,syrb-cpu-84,facility.path-cc.io,Dell PowerEdge C6525,CYLCPK3,BLJCPK3,CYLCPK3,U044334,,,"Part of a fabrication, UW PO MSN0089636"
CS2360,8S-204,11,tiger2000,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1U0,,FCH1818V1U0,U011278,,,
CS2360,8S-204,12,tiger2001,chtc.wisc.edu,Cisco UCS C220 M3,FCH1820V05Z,,FCH1820V05Z,U011279,,,
CS2360,8S-204,1-2,tiger2002,chtc.wisc.edu,SuperMicro,S43039X1A2924??,,S43039X1A2924??,none,C051683,,serial sticker partly bocked by CSL inventory tag.
CS2360,8S-204,9,tigermaster2000,chtc.wisc.edu,Cisco UCS C220 M3,FCH1819V019,,FCH1819V019,U011276,,,
CS2360,8S-204,10,tigermaster2001,chtc.wisc.edu,Cisco UCS C220 M3,FCH1818V1NY,,FCH1818V1NY,U011277,,,
CS2360,10S-110,26-27,wisc-cpu-11,facility.path-cc.io,Dell PowerEdge C6525,84MCPK3,JZLCPK3,84MCPK3,U044331,,,Part of a fabrication. UW PO MSN0089791
CS2360,10S-110,26-27,wisc-cpu-12,facility.path-cc.io,Dell PowerEdge C6525,B4MCPK3,JZLCPK3,B4MCPK3,U044331,,,Part of a fabrication. UW PO MSN0089792
CS2360,10S-110,26-27,wisc-cpu-13,facility.path-cc.io,Dell PowerEdge C6525,94MCPK3,JZLCPK3,94MCPK3,U044331,,,Part of a fabrication. UW PO MSN0089793
CS2360,10S-110,26-27,wisc-cpu-14,facility.path-cc.io,Dell PowerEdge C6525,C4MCPK3,JZLCPK3,C4MCPK3,U044331,,,Part of a fabrication. UW PO MSN0089794
CS2360,10N-104,24,wisc-svc-1,chtc.wisc.edu,Dell PowerEdge R640,D59SZV2,,D59SZV2,U035970,C040814,,
CS2360,8S-205,7-8,NAME_THIS_1,chtc.wisc.edu,Dell PowerVault MD1200,GJ7DZV1,,GJ7DZV1,U015761,,,
CS3370a,6,14-15,accounting3000,chtc.wisc.edu,Dell PowerEdge R515,D9HVPQ1,,D9HVPQ1,U004703,,,bad DIMM slot A# see ticket# 100266
CS3370a,6,22-23,bareos3000,chtc.wisc.edu,Dell PowerEdge R515,6LSMNQ1,,6LSMNQ1,none,,,
CS3370a,3,8-11,batlab-mac-0,chtc.wisc.edu,,,,,U039682,C036515,,
CS3370a,3,2-7,batlab-mac-1,chtc.wisc.edu,,,,,U039683,C036523,,
CS3370a,6,18-19,csrosetta3000,chtc.wisc.edu,Dell PowerEdge R515,27JTMS1,,27JTMS1,SSEC 15242,,,"""turned off for decom"" - Joe (see icinga entry), UW asset tag marked as SSEC Inventory "
CS3370a,9,29-32,dumbo,chtc.wisc.edu,SuperMicro SYS-7049GP-TRT,S291427X9702565,,S291427X9702565,U037639,C04001,,
CS3370a,9,36-37,gdd-datastorage,chtc.wisc.edu,King Star Computer,NM161S010106,,NM161S010106,none,C038259,,
CS3370a,9,27-28,grafana3000,chtc.wisc.edu,Dell PowerEdge R815,HRBLNQ1,,HRBLNQ1,none,,,
CS3370a,8,25-26,hypervisor3000,chtc.wisc.edu,Dell PowerEdge R520,86T04W1,,86T04W1,U022766,,,
CS3370a,8,27-28,hypervisor3001,chtc.wisc.edu,Dell PowerEdge R520,56T04W1,,56T04W1,U022771,,,
CS3370a,6,26-27,hypervisor3002,chtc.wisc.edu,Dell PowerEdge R515,GYKKNQ1,,GYKKNQ1,none,,,
CS3370a,6,20-21,hypervisor3003,chtc.wisc.edu,Dell PowerEdge R515,8YKKNQ1,,8YKKNQ1,none,,,
CS3370a,6,37-38,keles-submit3000,chtc.wisc.edu,Dell PowerEdge R730xd,4L4THK2,,4L4THK2,U032099,,,
CS3370a,TABLE,,monitor0,chtc.wisc.edu,Dell PowerEdge R630,3HN4428,,3HN4428,none,C038042,,Sitting on Desk Torn apart - Confirmed no UW tag anywhere on the chassis
CS3370a,9,35,oconnorsubmit3000,chtc.wisc.edu,Dell PowerEdge R740xd,FYXKMH3,,FYXKMH3,none,C034139,,Chronic reboots see RT#102733
CS3370a,5,37-38,osghost3000,chtc.wisc.edu,King Star Computer,1234567890,,1234567890,U004661,,,"Yes, this is the real serial number (ssh'd in)"
CS3370a,6,33-34,pagesubmit3000,chtc.wisc.edu,Dell PowerEdgeR520,3DZ7D42,,,U024490,,,host name on back of server. need to physically verify elevation
CS3370a,Glow Rack 5,14-18,Spalding-1,chtc.wisc.edu,Kingstar Computer,39889030413123W+,,39889030413123W+,none,,,No longer in this location. Where they are? A mystery
CS3370a,Glow Rack 5,10-13,Spalding-2,chtc.wisc.edu,Kingstar Computer,39889040413123W+,,39889040413123W+,none,,,No longer in this location. Where they are? A mystery
CS3370a,Glow Rack 5,6-9,Spalding-3,chtc.wisc.edu,Kingstar Computer,39889020413123W+,,39889020413123W+,none,,,No longer in this location. Where they are? A mystery
CS3370a,Glow Rack 5,19-22,Spalding-4,chtc.wisc.edu,Kingstar Computer,38996011115113W+,,38996011115113W+,none,,,No longer in this location. Where they are? A mystery
CS3370a,8,32-33,submit-1,chtc.wisc.edu,Dell PowerEdge R520,J5T04W1,,J5T04W1,U022764,,,
CS3370a,8,35-36,submit4,chtc.wisc.edu,Dell PowerEdge R520,1KT04W1,,1KT04W1,U022757,,,
CS3370a,4,1,swamp01,chtc.wisc.edu,Cisco UCS C200 M2,QCI1439A9X8,,QCI1439A9X8,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
CS3370a,4,2,swamp02,chtc.wisc.edu,Cisco UCS C200 M2,QCI1439AEK8,,QCI1439AEK8,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
CS3370a,4,2,swamp03,chtc.wisc.edu,Cisco UCS C200 M2,QCI1439A9XI,,QCI1439A9XI,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
CS3370a,4,2,swamp04,chtc.wisc.edu,Cisco UCS C200 M2,QCI1439AEK2,,QCI1439AEK2,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
CS3370a,4,2,swamp05,chtc.wisc.edu,Cisco UCS C200 M2,QCI1439AEJW,,QCI1439AEJW,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
CS3370a,4,2,swamp06,chtc.wisc.edu,Cisco UCS C200 M2,QCI1439AEJS,,QCI1439AEJS,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
CS3370a,6,39-40,townsend-submit,chtc.wisc.edu,Dell PowerEdge R730xd,JTMYBM2,,JTMYBM2,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis.
CS3370a,6,35-36,wrightsubmit,chtc.wisc.edu,Dell PowerEdge R730xd,43JWJ93,,43JWJ93,none,,,"Duplicate of wrightsubmit3000?, Reprovision Me, Dan Wright's Node T#49472 | Torn apart - Confirmed no UW tag anywhere on the chassis"
CS3370a,6,31-32,wrightsubmit3000,chtc.wisc.edu,Dell PowerEdge R740xd,43JWJ93,,43JWJ93,none,,,
CS3370a,1,1-4,mirror,chtc.wisc.edu,,,,,U022754,,,Labeled Mirror | Verify location in room
CSB240,C2,26-27,aci-001,chtc.wisc.edu,Dell PowerEdge C6220,HX10TW1,,HX10TW1,U001209,,,
CSB240,C2,26-27,aci-002,chtc.wisc.edu,Dell PowerEdge C6220,HX01TW1,,HX01TW1,U001209,,,
CSB240,C2,26-27,aci-003,chtc.wisc.edu,Dell PowerEdge C6220,HX0HSW1,,HX0HSW1,U001209,,,
CSB240,C2,26-27,aci-004,chtc.wisc.edu,Dell PowerEdge C6220,HX00TW1,,HX00TW1,U001209,,,
CSB240,C2,26-27,aci-004,chtc.wisc.edu,Dell PowerEdge C6220,HX00TW1,,HX00TW1,U001209,,,
CSB240,C2,19-20,aci-005,chtc.wisc.edu,Dell PowerEdge C6220,HX52TW1,,HX52TW1,U001230,,,
CSB240,C2,19-20,aci-006,chtc.wisc.edu,Dell PowerEdge C6220,HX51TW1,,HX51TW1,U001230,,,
CSB240,C2,19-20,aci-007,chtc.wisc.edu,Dell PowerEdge C6220,HX50TW1,,HX50TW1,U001230,,,
CSB240,C2,19-20,aci-008,chtc.wisc.edu,Dell PowerEdge C6220,HX5HSW1,,HX5HSW1,U001230,,,
CSB240,C2,17-18,aci-010,chtc.wisc.edu,Dell PowerEdge C6220,GJVZBX1,,GJVZBX1,U001231,,,
CSB240,C2,17-18,aci-011,chtc.wisc.edu,Dell PowerEdge C6220,GJWZBX1,,GJWZBX1,U001231,,,
CSB240,C2,17-18,aci-012,chtc.wisc.edu,Dell PowerEdge C6220,GJWXBX1,,GJWXBX1,U001231,,,
CSB240,C2,15-16,aci-013,chtc.wisc.edu,Dell PowerEdge C6220,HX32TW1,,HX32TW1,U001232,,,
CSB240,C2,15-16,aci-014,chtc.wisc.edu,Dell PowerEdge C6220,HX3HHSW1,,HX3HHSW1,U001232,,,
CSB240,C2,15-16,aci-015,chtc.wisc.edu,Dell PowerEdge C6220,HX3KSW1,,HX3KSW1,U001232,,,
CSB240,C2,15-16,aci-016,chtc.wisc.edu,Dell PowerEdge C6220,HX3JSW1,,HX3JSW1,U001232,,,
CSB240,C2,13-14,aci-017,chtc.wisc.edu,Dell PowerEdge C6220,HX1ZBX1,,HX1ZBX1,U001233,,,
CSB240,C2,13-14,aci-018,chtc.wisc.edu,Dell PowerEdge C6220,HX20CX1,,HX20CX1,U001233,,,
CSB240,C2,13-14,aci-019,chtc.wisc.edu,Dell PowerEdge C6220,HX21TW1,,HX21TW1,U001233,,,
CSB240,C2,13-14,aci-020,chtc.wisc.edu,Dell PowerEdge C6220,HX20TW1,,HX20TW1,U001233,,,
CSB240,C2,11-12,aci-021,chtc.wisc.edu,Dell PowerEdge C6220,HX42TW1,,HX42TW1,U001234,,,
CSB240,C2,11-12,aci-022,chtc.wisc.edu,Dell PowerEdge C6220,HX40TW1,,HX40TW1,U001234,,,
CSB240,C2,11-12,aci-023,chtc.wisc.edu,Dell PowerEdge C6220,HX40CX1,,HX40CX1,U001234,,,
CSB240,C2,11-12,aci-024,chtc.wisc.edu,Dell PowerEdge C6220,HX41TW1,,HX41TW1,U001234,,,
CSB240,C2,9-10,aci-025,chtc.wisc.edu,Dell PowerEdge C6220,HWYXBX1,,HWYXBX1,U001235,,,
CSB240,C2,9-10,aci-026,chtc.wisc.edu,Dell PowerEdge C6220,HWYHSW1,,HWYHSW1,U001235,,,
CSB240,C2,9-10,aci-027,chtc.wisc.edu,Dell PowerEdge C6220,HWYYBX1,,HWYYBX1,U001235,,,
CSB240,C2,9-10,aci-028,chtc.wisc.edu,Dell PowerEdge C6220,HWYJSW1,,HWYJSW1,U001235,,,
CSB240,C2,7-8,aci-029,chtc.wisc.edu,Dell PowerEdge C6220,HW30TW1,,HW30TW1,U001236,,,
CSB240,C2,7-8,aci-030,chtc.wisc.edu,Dell PowerEdge C6220,HW31TW1,,HW31TW1,U001236,,,
CSB240,C2,7-8,aci-031,chtc.wisc.edu,Dell PowerEdge C6220,HW32TW1,,HW32TW1,U001236,,,
CSB240,C2,7-8,aci-032,chtc.wisc.edu,Dell PowerEdge C6220,HW30CX1,,HW30CX1,U001236,,,
CSB240,C2,1-2,aci-037,chtc.wisc.edu,Dell PowerEdge C6220,HWZJSW1,,HWZJSW1,U001210,,,
CSB240,C2,1-2,aci-038,chtc.wisc.edu,Dell PowerEdge C6220,HWZGSW1,,HWZGSW1,U001210,,,
CSB240,C2,1-2,aci-039,chtc.wisc.edu,Dell PowerEdge C6220,HWZXBX1,,HWZXBX1,U001210,,,
CSB240,C2,1-2,aci-040,chtc.wisc.edu,Dell PowerEdge C6220,HWZKSW1,,HWZKSW1,U001210,,,
CSB240,C2,3-4,aci-041,chtc.wisc.edu,Dell PowerEdge C6220,HX4ZBX1,,HX4ZBX1,U001211,,,
CSB240,C2,3-4,aci-042,chtc.wisc.edu,Dell PowerEdge C6220,HX4YBX1,,HX4YBX1,U001211,,,
CSB240,C2,3-4,aci-043,chtc.wisc.edu,Dell PowerEdge C6220,HX4JSW1,,HX4JSW1,U001211,,,
CSB240,C2,3-4,aci-044,chtc.wisc.edu,Dell PowerEdge C6220,HX4KSW1,,HX4KSW1,U001211,,,
CSB240,C2,5-6,aci-045,chtc.wisc.edu,Dell PowerEdge C6220,HX11TW1,,HX11TW1,U001212,,,
CSB240,C2,5-6,aci-046,chtc.wisc.edu,Dell PowerEdge C6220,HX10CX1,,HX10CX1,U001212,,,
CSB240,C2,5-6,aci-047,chtc.wisc.edu,Dell PowerEdge C6220,HX12TW1,,HX12TW1,U001212,,,
CSB240,C2,5-6,aci-048,chtc.wisc.edu,Dell PowerEdge C6220,HX02TW1,,HX02TW1,U001212,,,
CSB240,G1,35-36,dockercache1000,chtc.wisc.edu,Dell PowerEdge R515,5MZQPS1,,5MZQPS1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G1,33-34,dockercache1001,chtc.wisc.edu,Dell PowerEdge R515,5N1TPS1,,5N1TPS1,U649390,,,
CSB240,G6,37-38,e1002,chtc.wisc.edu,Dell PowerEdge R815,1BLKNQ1,,1BLKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis. CPU too old for CS9.
CSB240,G6,35-36,e1003,chtc.wisc.edu,Dell PowerEdge R815,1H9LNQ1,,1H9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis. CPU too old for CS9.
CSB240,G6,25-26,e1008,chtc.wisc.edu,Dell PowerEdge R815,3BLKNQ1,,3BLKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,23-24,e1009,chtc.wisc.edu,Dell PowerEdge R815,6H9LNQ1,,6H9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,21-22,e1010,chtc.wisc.edu,Dell PowerEdge R815,8F9LNQ1,,8F9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,19-20,e1011,chtc.wisc.edu,Dell PowerEdge R815,J9LKNQ1,,J9LKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,17-18,e1012,chtc.wisc.edu,Dell PowerEdge R815,8H9LNQ1,,8H9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,13-14,e1014,chtc.wisc.edu,Dell PowerEdge R815,9H9LNQ1,,9H9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,11-12,e1015,chtc.wisc.edu,Dell PowerEdge R815,7H9LNQ1,,7H9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,9-10,e1016,chtc.wisc.edu,Dell PowerEdge R815,5SBLNQ1,,5SBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,7-8,e1017,chtc.wisc.edu,Dell PowerEdge R815,47C0WS1,,47C0WS1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,5-6,e1018,chtc.wisc.edu,Dell PowerEdge R815,3F9LNQ1,,3F9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,3-4,e1020,chtc.wisc.edu,Dell PowerEdge R815,GD9LNQ1,,GD9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G6,1-2,e1021,chtc.wisc.edu,Dell PowerEdge R815,C9LKNQ1,,C9LKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,1-2,e1023,chtc.wisc.edu,Dell PowerEdge R815,7SBLNQ1,,7SBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,3-4,e1024,chtc.wisc.edu,Dell PowerEdge R815,3SBLNQ1,,3SBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,5-6,e1025,chtc.wisc.edu,Dell PowerEdge R815,5G9LNQ1,,5G9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,9-10,e1027,chtc.wisc.edu,Dell PowerEdge R815,6G9LNQ1,,6G9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,11-12,e1028,chtc.wisc.edu,Dell PowerEdge R815,5BLKNQ1,,5BLKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,13-14,e1030,chtc.wisc.edu,Dell PowerEdge R815,HD9LNQ1,,HD9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,15-16,e1031,chtc.wisc.edu,Dell PowerEdge R815,1F9LNQ1,,1F9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,17-18,e1033,chtc.wisc.edu,Dell PowerEdge R815,4BLKNQ1,,4BLKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,19-20,e1034,chtc.wisc.edu,Dell PowerEdge R815,D9LKNQ1,,D9LKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,21-22,e1035,chtc.wisc.edu,Dell PowerEdge R815,9F9LNQ1,,9F9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,23-24,e1036,chtc.wisc.edu,Dell PowerEdge R815,4F9LNQ1,,4F9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,25-26,e1037,chtc.wisc.edu,Dell PowerEdge R815,FF9LNQ1,,FF9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,27-28,e1038,chtc.wisc.edu,Dell PowerEdge R815,BF9LNQ1,,BF9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,29-30,e1039,chtc.wisc.edu,Dell PowerEdge R815,JF9LNQ1,,JF9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,35-36,e1040,chtc.wisc.edu,Dell PowerEdge R815,JBKKNQ1,,JBKKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,33-34,e1041,chtc.wisc.edu,Dell PowerEdge R815,2BLKNQ1,,2BLKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,31-32,e1042,chtc.wisc.edu,Dell PowerEdge R815,HBKKNQ1,,HBKKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,29-30,e1043,chtc.wisc.edu,Dell PowerEdge R815,GBKKNQ1,,GBKKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,27-28,e1044,chtc.wisc.edu,Dell PowerEdge R815,GF9LNQ1,,GF9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,25-26,e1045,chtc.wisc.edu,Dell PowerEdge R815,1CKKNQ1,,1CKKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,23-24,e1046,chtc.wisc.edu,Dell PowerEdge R815,HF9LNQ1,,HF9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,19-20,e1051,chtc.wisc.edu,Dell PowerEdge R815,2SBLNQ1,,2SBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,17-18,e1052,chtc.wisc.edu,Dell PowerEdge R815,1SBLNQ1,,1SBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,15-16,e1054,chtc.wisc.edu,Dell PowerEdge R815,4SBLNQ1,,4SBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,11-12,e1056,chtc.wisc.edu,Dell PowerEdge R815,CF9LNQ1,,CF9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,7-8,e1058,chtc.wisc.edu,Dell PowerEdge R815,FD9LNQ1,,FD9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,E6,5-6,e1059,chtc.wisc.edu,Dell PowerEdge R815,4G9LNQ1,,4G9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,C4,29-30,cvmfssquid1000,chtc.wisc.edu,Dell PowerEdge R515,4YKKNQ1,,4YKKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,A4,32-33,e1094,chtc.wisc.edu,Dell PowerEdge R815,9G9LNQ1,,9G9LNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,A2,37-38,e1095,chtc.wisc.edu,Dell PowerEdge R815,6SBLNQ1,,6SBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,A4,28-29,e1096,chtc.wisc.edu,Dell PowerEdge R815,GRBLNQ1,,GRBLNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,A2,27-28,e1472,chtc.wisc.edu,Dell PowerEdge R515,JVWTPQ1,,JVWTPQ1,U004704,,,
CSB240,A2,35-36,e468,chtc.wisc.edu,Dell PowerEdge R515,*SWAP*,,*SWAP*,none,,,"no longer located at A2 35-36? (spot empty). ""SWAP"" - Joe."
CSB240,E2,11-12,hypervisor1000,chtc.wisc.edu,Dell PowerEdge R510,CYHZQN1,,CYHZQN1,U022746,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G1,14-15,hypervisor1001,chtc.wisc.edu,Dell PowerEdge R515,27DYMS1,,27DYMS1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G1,18-19,hypervisor1002,chtc.wisc.edu,Dell PowerEdge R515,27DTMS1,,27DTMS1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,C4,39-40,hypervisor1003,chtc.wisc.edu,Dell PowerEdge R515,FYKKNQ1,,FYKKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,C4,37-38,hypervisor1004,chtc.wisc.edu,Dell PowerEdge R515,HYKKNQ1,,HYKKNQ1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,A2,31-32,hypervisor1005,chtc.wisc.edu,Dell PowerEdge R515,13RX6S1,,13RX6S1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G1,16-17,squid1000,chtc.wisc.edu,Dell PowerEdge R515,27GTMS1,,27GTMS1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,A2,15-16,squid1002,chtc.wisc.edu,Dell PowerEdge R515,1BHVPQ1,,1BHVPQ1,U004705,,,
CSB240,A2,13-14,squid1003,chtc.wisc.edu,Dell PowerEdge R515,H2RX6S1,,H2RX6S1,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,35,NAME_THIS_3,chtc.wisc.edu,ASUS DVD,KOI20081023,,,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,G5,36,NAME_THIS_4,chtc.wisc.edu,ASUS DVD,KOI20081024,,,none,,,Torn apart - Confirmed no UW tag anywhere on the chassis
CSB240,C1,12-13,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2Q27P22,,2Q27P22,none,,,Former HPC 265
CSB240,C1,12-13,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2Q24P22,,2Q24P22,none,,,Former HPC 266
CSB240,C1,12-13,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2Q26P22,,2Q26P22,none,,,Former HPC 267
CSB240,C1,12-13,e12XX,chtc.wisc.edu,Dell PowerEdge C6220,2Q25P22,,2Q25P22,none,,,Former HPC 268
